"Epic Id","CPT4 Code","Epic name","CPT4 name"
"1072788600","27886",REAMPUTATION OF LOWER LEG THROUGH TIBIA AND FIBULA,"Amputation, leg, through tibia and fibula; re-amputation"
"1072788800","27888",SYME TYPE DISARTICULATION OF ANKLE THROUGH MALLEOLI OF TIBIA AND FIBULA WITH PLASTIC CLOSURE AND RESECTION OF NERVE,"Amputation, ankle, through malleoli of tibia and fibula (eg, Syme, Pirogoff type procedures), with plastic closure and resection of nerves"
"1072788900","27889",DISARTICULATION OF ANKLE,Ankle disarticulation
"1072789200","27892",DECOMPRESSION FASCIOTOMY OF LATERAL COMPARTMENT OF LOWER LEG WITH DEBRIDEMENT OF NONVIABLE NERVE,"Decompression fasciotomy, leg; anterior and/or lateral compartments only, with debridement of nonviable muscle and/or nerve"
"1072789300","27893",DECOMPRESSION FASCIOTOMY OF POSTERIOR COMPARTMENT OF LOWER LEG WITH DEBRIDEMENT OF NONVIABLE MUSCLE AND NERVE,"Decompression fasciotomy, leg; posterior compartment(s) only, with debridement of nonviable muscle and/or nerve"
"1072789400","27894",DECOMPRESSION FASCIOTOMY OF LATERAL AND POSTERIOR COMPARTMENT OF LOWER LEG WITH DEBRIDEMENT OF NONVIABLE MUSCLE AND NERVE,"Decompression fasciotomy, leg; anterior and/or lateral, and posterior compartment(s), with debridement of nonviable muscle and/or nerve"
"1072789900","27899",PROCEDURE ON LOWER LEG,"Unlisted procedure, leg or ankle"
"1072789901","27899",TRANSPLANT LEG,"Unlisted procedure, leg or ankle"
"1072789902","27899",TRANSPLANT LEG BILATERAL,"Unlisted procedure, leg or ankle"
"1072800100","28001",INCISION AND DRAINAGE OF BURSA OF FOOT,"Incision and drainage, bursa, foot"
"1072800200","28002",INCISION AND DRAINAGE OF SINGLE BURSAL SPACE OF FOOT BELOW FASCIA INVOLVING TENDON SHEATH,"Incision and drainage below fascia, with or without tendon sheath involvement, foot; single bursal space"
"1072800300","28003",INCISION AND DRAINAGE OF MULTIPLE AREAS OF FOOT BELOW FASCIA INVOLVING TENDON SHEATH,"Incision and drainage below fascia, with or without tendon sheath involvement, foot; multiple areas"
"1072800500","28005",INCISION OF CORTEX OF BONE OF FOOT FOR OSTEOMYELITIS,"Incision, bone cortex (eg, osteomyelitis or bone abscess), foot"
"1072800800","28008",FASCIOTOMY OF TOE,"Fasciotomy, foot and/or toe"
"1072801000","28010",PERCUTANEOUS TENOTOMY OF SINGLE TENDON OF TOE,"Tenotomy, percutaneous, toe; single tendon"
"1072801100","28011",PERCUTANEOUS TENOTOMY OF MULTIPLE TENDONS OF TOE,"Tenotomy, percutaneous, toe; multiple tendons"
"1072802000","28020",ARTHROTOMY WITH REMOVAL OF LOOSE BODY OF TARSOMETATARSAL JOINT,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; intertarsal or tarsometatarsal joint"
"1072802200","28022",ARTHROTOMY WITH REMOVAL OF LOOSE BODY OF METATARSOPHALANGEAL JOINT,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; metatarsophalangeal joint"
"1072802400","28024",ARTHROTOMY WITH REMOVAL OF LOOSE BODY OF INTERPHALANGEAL JOINT,"Arthrotomy, including exploration, drainage, or removal of loose or foreign body; interphalangeal joint"
"1072803500","28035",RELEASE OF TARSAL TUNNEL FOR DECOMPRESSION OF POSTERIOR TIBIAL NERVE,"Release, tarsal tunnel (posterior tibial nerve decompression)"
"1072803900","28039","EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF TOE, 1.5 CENTIMETERS OR GREATER","Excision, tumor, soft tissue of foot or toe, subcutaneous; 1.5 cm or greater"
"1072804100","28041","EXCISION OF SUBFASCIAL TUMOR OF SOFT TISSUE OF TOE, 1.5 CENTIMETERS OR GREATER","Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); 1.5 cm or greater"
"1072804300","28043","EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF TOE, LESS THAN 1.5 CENTIMETERS","Excision, tumor, soft tissue of foot or toe, subcutaneous; less than 1.5 cm"
"1072804500","28045","EXCISION OF SUBFASCIAL TUMOR OF SOFT TISSUE OF TOE, LESS THAN 1.5 CENTIMETERS","Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); less than 1.5 cm"
"1072804600","28046","RADICAL RESECTION OF MALIGNANT NEOPLASM OF SOFT TISSUE OF TOE, LESS THAN 3 CENTIMETERS","Radical resection of tumor (eg, sarcoma), soft tissue of foot or toe; less than 3 cm"
"1072804700","28047","RADICAL RESECTION OF MALIGNANT NEOPLASM OF SOFT TISSUE OF TOE, 3 CENTIMETERS OR GREATER","Radical resection of tumor (eg, sarcoma), soft tissue of foot or toe; 3 cm or greater"
"1072805000","28050",ARTHROTOMY OF TARSOMETATARSAL JOINT WITH BIOPSY,Arthrotomy with biopsy; intertarsal or tarsometatarsal joint
"1072805200","28052",ARTHROTOMY OF METATARSOPHALANGEAL JOINT WITH BIOPSY,Arthrotomy with biopsy; metatarsophalangeal joint
"1072805400","28054",ARTHROTOMY OF INTERPHALANGEAL JOINT WITH BIOPSY,Arthrotomy with biopsy; interphalangeal joint
"1072805500","28055",NEURECTOMY OF INTRINSIC MUSCLE OF FOOT,"Neurectomy, intrinsic musculature of foot"
"1072806000","28060",PARTIAL FASCIECTOMY OF PLANTAR FASCIA,"Fasciectomy, plantar fascia; partial (separate procedure)"
"1072806200","28062",RADICAL FASCIECTOMY OF PLANTAR FASCIA,"Fasciectomy, plantar fascia; radical (separate procedure)"
"1072807000","28070",SYNOVECTOMY OF TARSOMETATARSAL JOINT,"Synovectomy; intertarsal or tarsometatarsal joint, each"
"1072807200","28072",SYNOVECTOMY OF METATARSOPHALANGEAL JOINT,"Synovectomy; metatarsophalangeal joint, each"
"1072808000","28080",EXCISION OF SINGLE MORTON NEUROMA,"Excision, interdigital (Morton) neuroma, single, each"
"1072808600","28086",SYNOVECTOMY OF FLEXOR TENDON SHEATH OF FOOT,"Synovectomy, tendon sheath, foot; flexor"
"1072808800","28088",SYNOVECTOMY OF EXTENSOR TENDON SHEATH OF FOOT,"Synovectomy, tendon sheath, foot; extensor"
"1072809000","28090","EXCISION OF LESION, TENDON, TENDON SHEATH, OR CAPSULE (INCLUDING SYNOVECTOMY) (EG, CYST OR GANGLION); FOOT","Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); foot"
"1072809200","28092",EXCISION OF LESION OF TENDON SHEATH OF TOES,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); toe(s), each"
"1072810000","28100",EXCISION OF CYST OF TALUS,"Excision or curettage of bone cyst or benign tumor, talus or calcaneus"
"1072810200","28102","EXCISION OF CYST OF TALUS WITH ILIAC AUTOGRAFT, INCLUDING HARVESTING OF GRAFT","Excision or curettage of bone cyst or benign tumor, talus or calcaneus; with iliac or other autograft (includes obtaining graft)"
"1072810300","28103",EXCISION OF CYST OF TALUS WITH ALLOGRAFT,"Excision or curettage of bone cyst or benign tumor, talus or calcaneus; with allograft"
"1072810400","28104",EXCISION OF CYST OF TARSAL BONE,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus"
"1072810600","28106","EXCISION OF CYST OF TARSAL BONE WITH ILIAC AUTOGRAFT, INCLUDING HARVESTING OF GRAFT","Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus; with iliac or other autograft (includes obtaining graft)"
"1072810700","28107",EXCISION OF CYST OF TARSAL BONE WITH ALLOGRAFT,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus; with allograft"
"1072760600","27606",PERCUTANEOUS TENOTOMY OF ACHILLES TENDON UNDER GENERAL ANESTHESIA,"Tenotomy, percutaneous, Achilles tendon (separate procedure); general anesthesia"
"1072760700","27607",INCISION OF LOWER LEG FOR BONE ABSCES,"Incision (eg, osteomyelitis or bone abscess), leg or ankle"
"1072761000","27610",ARTHROTOMY OF ANKLE WITH REMOVAL OF FOREIGN BODY,"Arthrotomy, ankle, including exploration, drainage, or removal of foreign body"
"1072761200","27612","ARTHROTOMY OF ANKLE WITH POSTERIOR CAPSULAR RELEASE, WITHOUT LENGTHENING OF ACHILLES TENDON","Arthrotomy, posterior capsular release, ankle, with or without Achilles tendon lengthening"
"1072761300","27613",BIOPSY OF SUPERFICIAL SOFT TISSUE OF LOWER LEG,"Biopsy, soft tissue of leg or ankle area; superficial"
"1072761400","27614",BIOPSY OF SUBFASCIAL SOFT TISSUE OF LOWER LEG,"Biopsy, soft tissue of leg or ankle area; deep (subfascial or intramuscular)"
"1072761500","27615","BIOPSY OF MALIGNANT TUMOR OF SOFT TISSUE OF LOWER LEG, LESS THAN 5 CENTIMETERS","Radical resection of tumor (eg, sarcoma), soft tissue of leg or ankle area; less than 5 cm"
"1072761600","27616","BIOPSY OF MALIGNANT TUMOR OF SOFT TISSUE OF LOWER LEG, 5 CENTIMETERS OR GREATER","Radical resection of tumor (eg, sarcoma), soft tissue of leg or ankle area; 5 cm or greater"
"1072761800","27618","EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF LOWER LEG, LESS THAN 3 CENTIMETERS","Excision, tumor, soft tissue of leg or ankle area, subcutaneous; less than 3 cm"
"1072761900","27619",EXCISION OF TUMOR OF SOFT TISSUE OF LOWER LEG,"Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); less than 5 cm"
"1072762000","27620","ARTHROTOMY OF ANKLE WITH JOINT EXPLORATION, BIOPSY AND REMOVAL OF LOOSE BODY","Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body"
"1072762500","27625",ARTHROTOMY OF ANKLE WITH SYNOVECTOMY,"Arthrotomy, with synovectomy, ankle"
"1072762600","27626",ARTHROTOMY OF ANKLE WITH SYNOVECTOMY AND TENOSYNOVECTOMY,"Arthrotomy, with synovectomy, ankle; including tenosynovectomy"
"1072763000","27630",EXCISION OF LESION OF TENDON SHEATH OF LOWER LEG,"Excision of lesion of tendon sheath or capsule (eg, cyst or ganglion), leg and/or ankle"
"1072763200","27632","EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF LOWER LEG, 3 CENTIMETERS OR GREATER","Excision, tumor, soft tissue of leg or ankle area, subcutaneous; 3 cm or greater"
"1072763400","27634","EXCISION OF SUBFASCIAL TUMOR OF SOFT TISSUE OF LOWER LEG, 5 CENTIMETERS OR GREATER","Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); 5 cm or greater"
"1072763500","27635",EXCISION OF BONE CYST OF TIBIA,"Excision or curettage of bone cyst or benign tumor, tibia or fibula"
"1072763700","27637","EXCISION OF BONE CYST OF TIBIA WITH AUTOGRAFT, INCLUDING HARVESTING OF GRAFT","Excision or curettage of bone cyst or benign tumor, tibia or fibula; with autograft (includes obtaining graft)"
"1072763800","27638",EXCISION OF BONE CYST OF TIBIA WITH ALLOGRAFT,"Excision or curettage of bone cyst or benign tumor, tibia or fibula; with allograft"
"1072764000","27640",PARTIAL EXCISION OF TIBIA FOR OSTEOMYELITIS,"Partial excision (craterization, saucerization, or diaphysectomy), bone (eg, osteomyelitis); tibia"
"1072764100","27641",PARTIAL EXCISION OF FIBULA FOR OSTEOMYELITIS,"Partial excision (craterization, saucerization, or diaphysectomy), bone (eg, osteomyelitis); fibula"
"1072764500","27645",RADICAL RESECTION OF TUMOR OF TIBIA,Radical resection of tumor; tibia
"1072764600","27646",RADICAL RESECTION OF TUMOR OF FIBULA,Radical resection of tumor; fibula
"1072764700","27647",RADICAL RESECTION OF TUMOR OF TALUS,Radical resection of tumor; talus or calcaneus
"1072764800","27648",INJECTION PROCEDURE FOR ARTHROGRAPHY OF ANKLE,Injection procedure for ankle arthrography
"1072765000","27650",PRIMARY PERCUTANEOUS REPAIR OF RUPTURED ACHILLES TENDON,"Repair, primary, open or percutaneous, ruptured Achilles tendon"
"1072765200","27652","PRIMARY PERCUTANEOUS REPAIR OF RUPTURED ACHILLES TENDON WITH GRAFT, INCLUDING HARVESTING OF GRAFT","Repair, primary, open or percutaneous, ruptured Achilles tendon; with graft (includes obtaining graft)"
"1072765400","27654",SECONDARY REPAIR OF ACHILLES TENDON WITHOUT GRAFT,"Repair, secondary, Achilles tendon, with or without graft"
"1072765600","27656",REPAIR OF DEFECT OF FASCIA OF LOWER LEG,"Repair, fascial defect of leg"
"1072765800","27658","PRIMARY REPAIR OF FLEXOR TENDON OF LOWER LEG, WITHOUT GRAFT","Repair, flexor tendon, leg; primary, without graft, each tendon"
"1072765900","27659",SECONDARY REPAIR OF FLEXOR TENDON OF LOWER LEG WITHOUT GRAFT,"Repair, flexor tendon, leg; secondary, with or without graft, each tendon"
"1072766400","27664",PRIMARY REPAIR OF EXTENSOR TENDON OF LOWER LEG WITHOUT GRAFT,"Repair, extensor tendon, leg; primary, without graft, each tendon"
"1072766500","27665",SECONDARY REPAIR OF EXTENSOR TENDON OF LOWER LEG WITHOUT GRAFT,"Repair, extensor tendon, leg; secondary, with or without graft, each tendon"
"1072767500","27675",REPAIR OF DISLOCATING PERONEAL TENDONS WITHOUT FIBULAR OSTEOTOMY,"Repair, dislocating peroneal tendons; without fibular osteotomy"
"1072767600","27676",REPAIR OF DISLOCATING PERONEAL TENDONS WITH FIBULAR OSTEOTOMY,"Repair, dislocating peroneal tendons; with fibular osteotomy"
"1071003600","10036","PERCUTANEOUS INSERTION OF SOFT TISSUE LOCALIZATION DEVICE USING IMAGING GUIDANCE, EACH ADDL LESION","Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; each additional lesion (List separately in addition to code for primary procedure)"
"1071004000","10040",REMOVAL OF MULTIPLE MILIA,"Acne surgery (eg, marsupialization, opening or removal of multiple milia, comedones, cysts, pustules)"
"1071006000","10060",SIMPLE INCISION AND DRAINAGE OF SUPPURATIVE HIDRADENITIS LESION,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single"
"1071006100","10061",INCISION AND DRAINAGE OF SUPPURATIVE HIDRADENITIS,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple"
"1071008000","10080",SIMPLE INCISION AND DRAINAGE OF PILONIDAL CYST,Incision and drainage of pilonidal cyst; simple
"1071008100","10081",COMPLICATED INCISION AND DRAINAGE OF PILONIDAL CYST,Incision and drainage of pilonidal cyst; complicated
"1071012000","10120",SIMPLE INCISION OF SUBCUTANEOUS TISSUE WITH REMOVAL OF FOREIGN BODY,"Incision and removal of foreign body, subcutaneous tissues; simple"
"1071012100","10121",COMPLICATED INCISION OF SUBCUTANEOUS TISSUE WITH REMOVAL OF FOREIGN BODY,"Incision and removal of foreign body, subcutaneous tissues; complicated"
"1071014000","10140",INCISION AND DRAINAGE OF SEROMA,"Incision and drainage of hematoma, seroma or fluid collection"
"1071016000","10160",PUNCTURE ASPIRATION OF HEMATOMA,"Puncture aspiration of abscess, hematoma, bulla, or cyst"
"1072095000","20950",MONITORING OF INTERSTITIAL FLUID PRESSURE USING WICK CATHETER TECHNIQUE FOR DETECTION OF MUSCLE COMPARTMENT SYNDROME,"Monitoring of interstitial fluid pressure (includes insertion of device, eg, wick catheter technique, needle manometer technique) in detection of muscle compartment syndrome"
"1072095500","20955",BONE GRAFT FROM FIBULA WITH MICROVASCULAR ANASTOMOSIS,Bone graft with microvascular anastomosis; fibula
"1072095600","20956",BONE GRAFT FROM ILIAC CREST WITH MICROVASCULAR ANASTOMOSIS,Bone graft with microvascular anastomosis; iliac crest
"1072095700","20957",BONE GRAFT FROM METATARSAL BONE WITH MICROVASCULAR ANASTOMOSIS,Bone graft with microvascular anastomosis; metatarsal
"1072096200","20962",BONE GRAFT WITH MICROVASCULAR ANASTOMOSIS,"Bone graft with microvascular anastomosis; other than fibula, iliac crest, or metatarsal"
"1072096900","20969",FREE OSTEOCUTANEOUS FLAP WITH MICROVASCULAR ANASTOMOSIS,"Free osteocutaneous flap with microvascular anastomosis; other than iliac crest, metatarsal, or great toe"
"1072097000","20970",FREE OSTEOCUTANEOUS FLAP GRAFT FROM ILIAC CREST WITH MICROVASCULAR ANASTOMOSIS,Free osteocutaneous flap with microvascular anastomosis; iliac crest
"1072097200","20972",FREE OSTEOCUTANEOUS FLAP GRAFT FROM METATARSAL WITH MICROVASCULAR ANASTOMOSIS,Free osteocutaneous flap with microvascular anastomosis; metatarsal
"1072097300","20973","FREE OSTEOCUTANEOUS FLAP GRAFT FROM GREAT TOE, INCLUDING WEB SPACE, WITH MICROVASCULAR ANASTOMOSIS",Free osteocutaneous flap with microvascular anastomosis; great toe with web space
"1072097400","20974",NONINVASIVE THERAPEUTIC ELECTRICAL STIMULATION FOR BONE HEALING,Electrical stimulation to aid bone healing; noninvasive (nonoperative)
"1072097500","20975",INVASIVE THERAPEUTIC ELECTRICAL STIMULATION FOR BONE HEALING,Electrical stimulation to aid bone healing; invasive (operative)
"1072097900","20979",NONINVASIVE THERAPEUTIC ULTRASOUND STIMULATION FOR BONE HEALING,"Low intensity ultrasound stimulation to aid bone healing, noninvasive (nonoperative)"
"1072098200","20982",PERCUTANEOUS RADIOFREQUENCY ABLATION OF OSTEOID OSTEOMA USING COMPUTED TOMOGRAPHY GUIDANCE,"Ablation therapy for reduction or eradication of 1 or more bone tumors (eg, metastasis) including adjacent soft tissue when involved by tumor extension, percutaneous, including imaging guidance when performed; radiofrequency"
"1072098300","20983",PERCUTANEOUS CRYOABLATION OF TUMOR OF BONE WITHOUT IMAGING GUIDANCE,"Ablation therapy for reduction or eradication of 1 or more bone tumors (eg, metastasis) including adjacent soft tissue when involved by tumor extension, percutaneous, including imaging guidance when performed; cryoablation"
"1072098500","20985",IMAGE-LESS COMPUTER ASSISTED SURGICAL NAVIGATIONAL PROCEDURE FOR MUSCULOSKELETAL PROCEDURE,"Computer-assisted surgical navigational procedure for musculoskeletal procedures, image-less (List separately in addition to code for primary procedure)"
